   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
313, 1982.0, 1982-06-15 21:00:00, Group 6                 , La Rosaleda                                       , Malaga                           , Scotland                     ,               5,               2, New Zealand                  ,      36000,                  3.0,                  0.0, SOCHA David (USA)                   , CHAN Thomson Tam Sun (HKG)          , EL GHOUL Yusef Mohamed (LBY)        ,     314,   10314, SCO               , NZL
314, 1982.0, 1982-06-16 17:15:00, Group 2                 , El Molinon                                        , Gijon                            , Germany FR                   ,               1,               2, Algeria                      ,      42000,                  0.0,                  0.0, LABO REVOREDO Enrique (PER)         , ARISTIZABAL MURCIA Gilberto (COL)   , CASARIN Paolo (ITA)                 ,     315,   10315, FRG               , ALG
315, 1982.0, 1982-06-16 17:15:00, Group 4                 , San Mames                                         , Bilbao                           , England                      ,               3,               1, France                       ,      44172,                  1.0,                  1.0, GARRIDO Antonio (POR)               , CASTRO Gaston (CHI)                 , COELHO Arnaldo (BRA)                ,     316,   10316, ENG               , FRA
316, 1982.0, 1982-06-16 21:00:00, Group 5                 , Luis Casanova                                     , Valencia                         , Spain                        ,               1,               1, Honduras                     ,      49562,                  0.0,                  1.0, ITHURRALDE Arturo Andres (ARG)      , DOTCHEV Bogdan (BUL)                , BARRANCOS Luis (BOL)                ,     317,   10317, ESP               , HON
317, 1982.0, 1982-06-17 17:15:00, Group 2                 , Carlos Tartiere                                   , Oviedo                           , Chile                        ,               0,               1, Austria                      ,      22500,                  0.0,                  1.0, CARDELLINO DE SAN VICENTE Juan (URU), CASARIN Paolo (ITA)                 , ARISTIZABAL MURCIA Gilberto (COL)   ,     318,   10318, CHI               , AUT
318, 1982.0, 1982-06-17 17:45:00, Group 4                 , Jose Zorrilla                                     , Valladolid                       , Czechoslovakia               ,               1,               1, Kuwait                       ,      25000,                  1.0,                  0.0, DWOMOH Benjamin (GHA)               , MENDEZ MOLINA Romulo (GUA)          , VALENTINE Robert (SCO)              ,     319,   10319, TCH               , KUW
319, 1982.0, 1982-06-17 21:00:00, Group 5                 , La Romareda                                       , Zaragoza                         , Yugoslavia                   ,               0,               0, Northern Ireland             ,      25000,                  0.0,                  0.0, FREDRIKSSON Erik (SWE)              , GALLER Bruno (SUI)                  , PALOTAI Karoly (HUN)                ,     320,   10320, YUG               , NIR
320, 1982.0, 1982-06-18 17:15:00, Group 1                 , Estadio Municipal de Bala�dos                     , Vigo                             , Italy                        ,               1,               1, Peru                         ,      25000,                  1.0,                  0.0, ESCHWEILER Walter (GER)             , RUBIO VAZQUEZ Mario (MEX)           , KLEIN Abraham (ISR)                 ,     321,   10321, ITA               , PER
321, 1982.0, 1982-06-18 21:00:00, Group 3                 , Jose Rico Perez                                   , Alicante                         , Argentina                    ,               4,               1, Hungary                      ,      32093,                  2.0,                  0.0, LACARNE Belaid (ALG)                , VAUTROT Michel (FRA)                , RAINEA Nicolae (ROU)                ,     322,   10322, ARG               , HUN
322, 1982.0, 1982-06-18 21:00:00, Group 6                 , Benito Villamarin                                 , Seville                          , Brazil                       ,               4,               1, Scotland                     ,      47379,                  1.0,                  1.0, SILES Jesus Paulino (CRC)           , CHAN Thomson Tam Sun (HKG)          , PROKOP Adolf (GDR)                  ,     323,   10323, BRA               , SCO
323, 1982.0, 1982-06-19 19:15:00, Group 1                 , Riazor                                            , La Coru�A                        , Poland                       ,               0,               0, Cameroon                     ,      19000,                  0.0,                  0.0, PONNET Alexis (BEL)                 , ESCHWEILER Walter (GER)             , RUBIO VAZQUEZ Mario (MEX)           ,     324,   10324, POL               , CMR
324, 1982.0, 1982-06-19 21:00:00, Group 3                 , Nuevo Estadio                                     , Elche                            , Belgium                      ,               1,               0, El Salvador                  ,      15000,                  1.0,                  0.0, MOFFATT Malcolm (NIR)               , CASTRO Gaston (CHI)                 , JARGUZ Alojzy (POL)                 ,     325,   10325, BEL               , SLV
325, 1982.0, 1982-06-19 21:00:00, Group 6                 , La Rosaleda                                       , Malaga                           , Soviet Union                 ,               3,               0, New Zealand                  ,      19000,                  1.0,                  0.0, EL GHOUL Yusef Mohamed (LBY)        , SORIANO ALADREN Emilio (ESP)        , WHITE Clive (ENG)                   ,     326,   10326, URS               , NZL
326, 1982.0, 1982-06-20 17:15:00, Group 2                 , El Molinon                                        , Gijon                            , Germany FR                   ,               4,               1, Chile                        ,      42000,                  1.0,                  0.0, GALLER Bruno (SUI)                  , CHRISTOV Vojtech (TCH)              , BOSKOVIC Tony (AUS)                 ,     327,   10327, FRG               , CHI
